[train: Epoch 1, 50 / 1875] FPS: 20.3 (42.1)  ,  DataTime: 0.314 (0.006)  ,  ForwardTime: 1.256  ,  TotalTime: 1.576  ,  Loss/total: 0.98646  ,  Loss/giou: 0.23156  ,  Loss/l1: 0.01644  ,  Loss/location: 0.41856  ,  pro_loss: 0.11292  ,  IoU: 0.78497  ,  Loss/sim: 0.00000
[train: Epoch 1, 100 / 1875] FPS: 31.4 (495.2)  ,  DataTime: 0.357 (0.005)  ,  ForwardTime: 0.658  ,  TotalTime: 1.020  ,  Loss/total: 0.89527  ,  Loss/giou: 0.21826  ,  Loss/l1: 0.01476  ,  Loss/location: 0.36026  ,  pro_loss: 0.12344  ,  IoU: 0.79652  ,  Loss/sim: 0.00000
[train: Epoch 1, 150 / 1875] FPS: 38.7 (480.2)  ,  DataTime: 0.360 (0.005)  ,  ForwardTime: 0.461  ,  TotalTime: 0.827  ,  Loss/total: 0.83272  ,  Loss/giou: 0.20936  ,  Loss/l1: 0.01386  ,  Loss/location: 0.31917  ,  pro_loss: 0.12757  ,  IoU: 0.80476  ,  Loss/sim: 0.00000
[train: Epoch 1, 200 / 1875] FPS: 43.8 (492.3)  ,  DataTime: 0.363 (0.005)  ,  ForwardTime: 0.362  ,  TotalTime: 0.731  ,  Loss/total: 0.78201  ,  Loss/giou: 0.20151  ,  Loss/l1: 0.01310  ,  Loss/location: 0.28790  ,  pro_loss: 0.12797  ,  IoU: 0.81172  ,  Loss/sim: 0.00000
[train: Epoch 1, 250 / 1875] FPS: 47.6 (499.6)  ,  DataTime: 0.365 (0.005)  ,  ForwardTime: 0.302  ,  TotalTime: 0.672  ,  Loss/total: 0.75653  ,  Loss/giou: 0.19814  ,  Loss/l1: 0.01274  ,  Loss/location: 0.27020  ,  pro_loss: 0.13171  ,  IoU: 0.81479  ,  Loss/sim: 0.00000
[train: Epoch 1, 300 / 1875] FPS: 49.9 (7.4)  ,  DataTime: 0.374 (0.005)  ,  ForwardTime: 0.262  ,  TotalTime: 0.641  ,  Loss/total: 0.73677  ,  Loss/giou: 0.19529  ,  Loss/l1: 0.01243  ,  Loss/location: 0.25724  ,  pro_loss: 0.13396  ,  IoU: 0.81733  ,  Loss/sim: 0.00000
[train: Epoch 1, 350 / 1875] FPS: 52.4 (484.7)  ,  DataTime: 0.373 (0.005)  ,  ForwardTime: 0.233  ,  TotalTime: 0.611  ,  Loss/total: 0.71698  ,  Loss/giou: 0.19230  ,  Loss/l1: 0.01217  ,  Loss/location: 0.24432  ,  pro_loss: 0.13592  ,  IoU: 0.81995  ,  Loss/sim: 0.00000
[train: Epoch 1, 400 / 1875] FPS: 54.2 (19.5)  ,  DataTime: 0.373 (0.005)  ,  ForwardTime: 0.212  ,  TotalTime: 0.590  ,  Loss/total: 0.70105  ,  Loss/giou: 0.18969  ,  Loss/l1: 0.01201  ,  Loss/location: 0.23425  ,  pro_loss: 0.13690  ,  IoU: 0.82241  ,  Loss/sim: 0.00000
[train: Epoch 1, 450 / 1875] FPS: 55.7 (498.6)  ,  DataTime: 0.373 (0.005)  ,  ForwardTime: 0.196  ,  TotalTime: 0.574  ,  Loss/total: 0.68889  ,  Loss/giou: 0.18757  ,  Loss/l1: 0.01183  ,  Loss/location: 0.22703  ,  pro_loss: 0.13782  ,  IoU: 0.82428  ,  Loss/sim: 0.00000
[train: Epoch 1, 500 / 1875] FPS: 56.5 (87.7)  ,  DataTime: 0.379 (0.005)  ,  ForwardTime: 0.182  ,  TotalTime: 0.566  ,  Loss/total: 0.67931  ,  Loss/giou: 0.18586  ,  Loss/l1: 0.01173  ,  Loss/location: 0.22112  ,  pro_loss: 0.13917  ,  IoU: 0.82587  ,  Loss/sim: 0.00000
[train: Epoch 1, 550 / 1875] FPS: 56.8 (395.5)  ,  DataTime: 0.387 (0.005)  ,  ForwardTime: 0.171  ,  TotalTime: 0.564  ,  Loss/total: 0.66994  ,  Loss/giou: 0.18430  ,  Loss/l1: 0.01159  ,  Loss/location: 0.21544  ,  pro_loss: 0.13981  ,  IoU: 0.82732  ,  Loss/sim: 0.00000
